Measured Depth m,Weight on Bit kkgf,Average Rotary Speed rpm,Mud Flow In L/min,UCS,Rate of Penetration m/h
3084.9,7.4,217.49,2121.4,68.39983793,28.2
3084.9,7.1,217.49,2121.4,68.2023505,26.2
3085,7.1,217.59,2121.4,68.03536339,26.2
3085,6.4,217.59,2121.4,67.79860853,25
3085.1,6.4,217.59,2121.4,67.72348534,25
3085.2,7.3,217.59,2121.4,67.44997058,26.3
3085.3,7.3,217.59,2121.4,67.00993855,26.3
3085.3,7.3,217.59,2121.4,66.46578496,27.9
3085.4,7.3,218,2121.4,65.42208007,27.9
3085.5,7.3,218,2121.4,64.36766333,27.9
3085.5,6.9,218,2121.4,63.5001542,28.1
3085.6,6.9,218,2121.4,63.28429189,28.1
3085.6,6.7,218,2121.4,63.27173168,28.3
3085.7,6.7,218,2121.4,63.44491288,28.3
3085.8,7.4,218,2121.4,63.84391717,27.9
3085.9,7.4,218,2121.4,64.18525282,27.9
3085.9,7.4,218,2121.4,64.26920633,26.1
3086,7.4,218,2121.4,64.56729566,26.1
3086.1,7.4,218,2121.4,64.86067224,26.1
3086.2,6.9,217.59,2121.4,64.91890496,25.1
3086.3,7,217.59,2121.4,65.15830502,26.4
3086.4,7,217.59,2121.4,65.45156475,26.4
3086.5,7.2,217.59,2121.4,65.48014252,28.6
3086.7,7.2,217.59,2121.4,65.57932334,29.5
3086.7,7.4,217.7,2121.4,65.69191177,29.3
3086.8,7.4,217.7,2121.4,65.91680589,29.3
3086.9,7,217.7,2121.4,66.03747709,28.6
3087,7,217.7,2121.4,66.11947927,28.6
3087,7.8,217.7,2121.4,66.13186978,26.7
3087.1,7.8,217.58,2121.4,66.22209481,26.7
3087.2,7.4,217.58,2121.4,66.40188131,24.3
3087.3,7.5,217.58,2121.4,66.51171673,24
3087.4,7.5,217.58,2121.4,66.55079906,24
3087.5,7.5,217.58,2121.4,66.59861621,24.5
3087.6,7.5,217.58,2121.4,66.56804612,24.5
3087.6,7.6,217.58,2121.4,66.60327625,24.3
3087.7,7.6,217.34,2121.4,66.69129404,24.3
3087.8,7.4,217.34,2121.4,66.84073564,24.3
3087.9,7.4,217.34,2121.4,66.99087067,24.3
3087.9,6.2,217.68,2121.4,67.09249558,25.4
3088,6.2,217.68,2121.4,67.17391328,25.4
3088.1,6.8,217.68,2121.4,67.22323235,27.3
3088.2,6.8,217.68,2121.4,67.18955693,27.3
3088.2,6.7,217.68,2121.4,66.935058,28.9
3088.3,6.7,217.68,2121.4,66.55282373,28.9
3088.4,6.7,217.68,2121.4,65.90545786,28.9
3088.4,6.8,217.68,2121.4,65.16672923,29.9
3088.5,6.8,217.62,2121.4,64.3076595,29.9
3088.5,7.2,217.62,2121.4,63.4816501,29.5
3088.6,7.2,217.62,2121.4,62.67539916,29.5
3088.7,7.3,217.62,2121.4,61.93597794,28.7
3088.8,7.3,217.62,2121.4,61.40223855,28.7
3088.9,7,217.62,2121.4,61.02161258,27.5
3089,7,217.62,2121.4,60.73983465,27.5
3089,6.9,217.62,2121.4,60.64702109,27.5
3089.1,7.1,217.62,1908.7,60.60693121,28.8
3089.2,7.1,217.62,1908.7,60.59364089,28.8
3089.3,7.1,217.89,1908.7,60.54455402,28.8
3089.4,7.2,217.89,1945.1,60.45452234,27
3089.5,7.1,217.89,2099.2,60.34278269,25.8
3089.6,7.1,217.89,2099.2,60.33528476,25.8
3089.7,6.7,217.89,1913.3,60.43947166,25.2
3089.8,6.9,217.39,2063.4,60.64647881,24.8
3089.9,6.9,217.39,2063.4,61.23461033,24.8
3089.9,7.2,217.39,1930.1,61.89846572,27.1
3090,7.2,217.39,1930.1,62.64148,27.1
3090.1,7.2,217.39,1930.1,63.6072613,27.1
3090.1,6.7,217.39,1905.7,64.42715562,28.6
3090.2,6.7,217.39,1905.7,65.04553749,28.6
3090.3,6,217.39,1899.8,65.66540063,28.8
3090.4,7.5,217.39,1899.8,66.19364708,27.7
3090.5,7.5,217.39,1899.8,66.46097803,27.7
3090.5,7.6,217.39,1909.3,66.49901199,25
3090.6,7.6,217.51,1909.3,66.37151984,25
3090.7,7.1,217.51,1922.5,66.06994268,22.5
3090.8,7.1,217.51,1922.5,65.87169512,22.5
3090.8,6.9,217.51,1981.8,65.6962269,22.3
3090.9,6.9,217.51,1981.8,65.47885682,22.3
3091,7.3,217.51,1966.3,65.2982425,23.4
3091.1,7.3,217.51,1966.3,65.15047512,23.4
3091.1,7,217.55,2118.3,65.11828306,22.9
3091.2,7,217.55,2118.3,64.89089521,22.9
3091.3,7,217.55,2118.3,64.5863264,22.9
3091.3,6.5,217.55,1913.7,64.33393077,22.5
3091.4,6.5,217.55,1913.7,64.09777413,22.5
3091.4,6.6,217.55,2066.8,63.89737037,23.1
3091.5,6.6,217.27,2066.8,63.87600229,23.1
3091.6,6.6,217.27,2066.8,64.20187911,23.1
3091.6,6.6,217.27,1951,64.70439623,24.4
3091.7,6.6,217.27,1930.5,65.08679666,26.8
3091.8,6.6,217.57,1930.5,65.33784268,26.8
3091.9,6,217.57,1906.4,65.52236562,26.4
3092,6,217.57,1906.4,65.84385671,26.4
3092,7.4,217.57,1966.3,66.11153585,25.6
3092.1,7.4,217.57,1966.3,66.43821675,25.6
3092.2,7.4,217.57,1966.3,66.90308884,25.6
3092.2,7.4,217.57,2077.6,67.10125194,25.4
3092.3,7.4,217.57,2077.6,67.11031468,25.4
3092.3,6.5,217.57,2121.4,67.1116333,23
3092.4,6.5,217.38,2121.4,67.0233363,23
3092.5,6.9,217.38,2121.4,66.79484602,20.9
3092.6,6.9,217.38,2121.4,66.89959977,20.9
3092.7,7.2,217.38,2121.4,67.12600246,20.7
3092.8,7.2,217.38,2121.4,67.34779082,20.7
3092.9,6.7,217.38,2121.4,67.46771702,21.4
3093,7.4,217.38,2121.4,67.69273358,21.6
3093.1,7.4,217.38,2121.4,67.82760006,21.6
3093.2,7.2,217.33,2121.4,68.00416614,21.1
3093.3,7.2,217.33,2121.4,68.11369061,20.7
3093.4,7.2,217.33,2121.4,68.15661444,20.7
3093.4,6.9,217.33,2121.4,68.22350485,20.4
3093.5,6.9,217.33,2121.4,68.24900223,20.4
3093.6,6.7,217.33,2121.4,68.25921824,20.6
3093.7,6.7,217.33,2121.4,68.32796711,20.6
3093.8,5.7,217.55,2121.4,68.38759982,22.8
3093.9,5.7,217.55,2121.4,68.44662614,22.8
3093.9,6.4,217.55,2121.4,68.42185222,26.3
3094,6.4,217.55,2121.4,68.32150817,26.3
3094,7,217.55,2121.4,68.24900223,27.6
3094.1,7,217.55,2121.4,68.16935996,27.6
3094.2,6.2,217.55,2121.4,68.21210444,24.7
3094.3,6.2,233.65,2121.4,68.13607149,24.7
3094.3,6.9,233.65,2121.4,68.21666311,21.4
3094.4,6.9,233.65,2121.4,68.21543331,21.4
3094.5,6.9,233.65,2121.4,68.28835864,21.4
3094.5,7,233.65,2121.4,68.45502673,19.9
3094.6,7,233.65,2121.4,68.61383294,19.9
3094.6,8.2,233.65,2121.4,68.8108826,18.9
3094.7,8.2,237.37,2121.4,68.92642878,18.9
3094.8,6.8,237.37,2121.4,68.95951543,18.7
3094.9,6.8,237.37,2121.4,69.1064194,18.7
3094.9,7.5,237.37,2121.4,69.2952957,19.1
3095,7.5,237.37,2121.4,69.44635126,19.1
3095.1,7.5,237.54,2121.4,69.81154087,19.1
3095.1,7.5,237.54,2121.4,70.20824051,19.5
3095.2,7.5,237.54,2121.4,70.62269887,19.5
3095.3,7.5,237.54,2121.4,71.02626789,19.7
3095.4,7.5,237.54,2121.4,71.213201,19.7
3095.5,6.6,237.61,2121.4,71.47502562,20.4
3095.6,6.6,237.61,2121.4,71.66726203,22.7
3095.8,6.9,237.61,2121.4,71.88406743,22.4
3095.9,7.2,237.61,2121.4,72.16314812,20.3
3096,7.2,237.61,2121.4,72.30127902,20.3
3096,7.2,237.61,2121.4,72.37540147,19.5
3096.1,7.2,237.61,2121.4,72.68005826,19.5
3096.2,7,245.9,2121.4,72.6702251,19.4
3096.3,7,245.9,2121.4,72.65879519,19.4
3096.3,7.6,245.9,2121.4,72.85318972,21.5
3096.4,7.6,245.9,2121.4,73.21946664,21.5
3096.5,6.9,245.9,2121.4,73.71658476,22.1
3096.6,6.9,245.9,2121.4,74.3467947,22.1
3096.6,6.9,245.9,2121.4,74.88453053,20.6
3096.7,6.9,245.9,2121.4,75.3774651,20.6
3096.8,6.9,257.39,2121.4,75.67560516,20.6
3096.8,6.9,257.39,2121.4,75.91831475,20.1
3096.9,6.9,257.39,2121.4,76.00119783,20.1
3096.9,7.3,257.39,2121.4,75.83641453,17.8
3097,7.3,257.39,2121.4,75.63012297,17.8
3097.1,7.3,257.39,2121.4,75.32214525,17.8
3097.1,7,257.39,2121.4,75.17624398,16.3
3097.2,7,257.39,2121.4,75.11549861,16.3
3097.2,7.2,257.39,2121.4,75.08269733,17.4
3097.3,7.2,257.58,2121.4,75.11061742,17.4
3097.4,7.1,257.58,2121.4,75.00887748,18.9
3097.5,7.1,257.58,2121.4,74.68181813,18.9
3097.5,7.4,257.58,2121.4,74.24719684,19.7
3097.6,7.4,257.58,2121.4,73.81806938,19.7
3097.7,7.4,257.43,2121.4,73.5589957,19.7
3097.8,7.5,257.43,2121.4,73.60766078,19.7
3097.9,7.1,257.43,2121.4,73.75668722,19.7
3098,7.1,257.15,2121.4,74.00803906,19.7
3098,7,257.15,2121.4,74.40357215,20.3
3098.1,7,257.15,2121.4,74.83117944,20.3
3098.1,7.2,257.43,2121.4,75.39076291,20.7
3098.2,7.2,257.43,2121.4,75.90660784,20.7
3098.3,7.2,257.43,2121.4,76.46291283,20.7
3098.3,6.9,257.43,2121.4,76.99610982,20.9
3098.4,6.9,257.47,2121.4,77.3182946,20.9
3098.5,7.1,257.47,2121.4,78.01094467,20.2
3098.6,7.1,257.09,2121.4,78.30281091,20.2
3098.6,5,257.09,2121.4,78.44142079,12.5
3098.7,5,257.09,2121.4,78.35955374,12.5
3098.7,4.4,251.84,2121.4,77.98342122,8.2
3098.8,4.4,251.84,2121.4,77.86937006,8.2
3098.9,4.4,251.84,2121.4,77.7563469,8.2
3098.9,3.8,251.84,2121.4,77.83941271,8.5
3099,3.8,251.84,2121.4,77.82752323,8.5
3099.1,4.6,257.68,2121.4,77.75967468,9.9
3099.2,4.6,257.68,2121.4,78.09379113,9.9
3099.3,4.6,257.68,2121.4,78.23258305,9.9
3099.4,3.7,257.68,2121.4,78.55073522,7.1
3099.5,3.7,254.25,2121.4,78.51497054,7.1
3099.5,3.6,254.25,2121.4,78.32802633,7.2
3099.6,3.6,254.25,2121.4,77.90505454,7.2
3099.7,3.6,254.25,2121.4,77.11848453,7.2
3099.7,3.7,257,2121.4,76.620397,9.9
3099.8,3.7,257,2121.4,76.16640766,9.9
3099.8,5.1,257,2121.4,76.1233132,10
3099.9,5.1,257,2121.4,76.37987641,10
3100,0.1,257,2121.4,77.18183104,3.4
3100.1,0.1,257,2121.4,78.05523812,3.4
3100.1,2.4,257,2121.4,78.62259314,3.7
3100.2,2.4,257,2121.4,78.86041136,3.7
3100.3,2.4,257,2121.4,78.3405012,3.7
3100.3,4.4,257,2121.4,77.90448194,19.7
3100.4,4.4,257,2121.4,77.30941324,19.7
3100.4,5.6,257,2121.4,76.88523032,19.7
3100.5,5.6,257,2121.4,76.59399443,19.7
3100.6,6.3,257,2121.4,75.95436144,19.7
3100.7,6.3,257.27,2121.4,75.80471862,19.7
3100.7,6.8,257.27,2121.4,75.76700729,19.7
3100.8,6.8,257.64,2121.4,75.5755915,19.7
3101,6.1,257.64,2121.4,75.85397322,19.7
3101,6,257.31,2121.4,76.34394446,19.7
3101.1,6,257.31,2121.4,76.95236474,19.7
3101.2,6,257.84,2121.4,77.76874035,19.7
3101.2,5.7,257.84,2121.4,79.1112154,19.7
3101.3,5.7,257.31,2121.4,78.898506,19.7
3101.4,5.7,257.31,2121.4,79.00887215,19.7
3101.5,5.2,255.11,2121.4,79.50497614,19.7
3101.6,5.2,255.11,2121.4,78.6642845,19.7
3101.6,4.9,255.11,2121.4,78.69768036,19.7
3101.7,4.9,255.11,2121.4,79.20646182,19.7
3101.8,4.9,257.85,2121.4,79.43398564,19.7
3101.8,4.7,256.49,2121.4,80.01270382,21.7
3101.9,4.7,256.49,2121.4,81.05208031,21.7
3102,5.7,245.57,2121.4,80.68573243,24.5
3102.1,5.7,245.57,2121.4,80.5474257,24.5
3102.1,6.4,246.44,2121.4,80.61224262,24.9
3102.2,6.4,246.44,2121.4,79.85033992,24.9
3102.3,5.9,257.43,2121.4,79.23647807,24.9
3102.4,5.9,257.43,2121.4,79.20692586,24.9
3102.5,6.1,257.43,2121.4,79.60077694,24.9
3102.6,6.5,257.43,2121.4,80.15017675,24.9
3102.7,6.5,257.43,2121.4,81.0229161,24.9
3102.8,6.2,246.82,2121.4,81.74042959,24.9
3102.9,5.9,246.82,2121.4,82.00909248,24.9
3103,5.9,246.82,2121.4,82.05684452,24.9
3103,5.5,246.82,2121.4,81.70703849,24.9
3103.1,5.5,246.82,2121.4,81.32534031,24.9
3103.2,5.5,246.82,2121.4,81.05719037,24.9
3103.2,6.3,247.84,2121.4,80.90994543,24.9
3103.3,6.3,242.35,2121.4,80.72670724,24.9
3103.5,6.5,250.3,2121.4,80.29758876,29.1
3103.6,6.5,250.3,2121.4,79.91705364,29.1
3103.6,6.8,251.42,2121.4,79.56982041,29.7
3103.7,6.8,251.42,2121.4,79.3352618,29.7
3103.8,6.8,251.42,2121.4,79.6318404,29.7
3103.9,6.8,251.42,2121.4,80.21077823,29.7
3103.9,7.1,253.45,2121.4,81.26651403,29.7
3104,7.1,256.6,2121.4,82.39376329,29.7
3104.1,7.1,256.6,2121.4,82.9097742,29.7
3104.1,7.6,255.58,2121.4,82.66333094,29.7
3104.3,7.4,255.58,2121.4,82.50570011,29.7
3104.4,7.5,255.58,2121.4,82.00439682,29.7
3104.5,7.5,257.45,2121.4,81.94860606,29.7
3104.5,8,257.45,2121.4,81.74093328,29.7
3104.6,8,254.79,2121.4,81.5462744,29.7
3104.7,8,254.79,2121.4,80.74624138,29.7
3104.8,8,254.79,2121.4,80.30231368,29.7
3104.8,8.1,257.43,2121.4,79.7797287,29.7
3104.9,8.1,257.43,2121.4,79.33689898,29.7
3105,7.9,257.43,2121.4,79.43746043,29.7
3105.1,7.9,257.43,2121.4,79.83651339,29.7
3105.2,7.6,253.3,2121.4,80.33251595,29.7
3105.3,7.6,253.3,2121.4,81.05813728,29.7
3105.3,7.3,253.3,2121.4,82.63378128,29.7
3105.4,7.3,253.3,2121.4,82.7437655,29.7
3105.5,7.3,253.3,2121.4,82.2405764,29.7
3105.6,7.3,253.3,2121.4,80.61287134,29.7
3105.6,7.4,250.52,2121.4,79.59221329,29.8
3105.7,7.4,250.52,2121.4,78.5853501,29.8
3105.8,7.4,250.52,2121.4,77.5486159,29.7
3105.9,7.4,250.52,2121.4,77.6677746,29.7
3106,7.2,241.73,2121.4,77.95701462,29.7
3106.1,7.4,241.73,2121.4,77.35774909,29.7
3106.2,7.8,241.73,2121.4,76.39389386,29.7
3106.3,7.8,241.73,2121.4,75.27769386,29.7
3106.4,7.8,241.73,2121.4,74.44844413,29.7
3106.5,7.6,241.73,2121.4,74.1537091,29.7
3106.5,7.5,244.92,2121.4,74.24875404,29.7
3106.6,7.5,244.92,2121.4,75.10981354,29.7
3106.7,7.8,244.92,2121.4,76.24020644,29.7
3106.8,7.8,240.54,2121.4,77.43035053,29.7
3106.9,7.5,240.54,2121.4,77.69022993,29.7
3107,7.3,240.54,2121.4,77.37721447,29.7
3107.1,7.3,250.65,2121.4,77.13921945,29.7
3107.2,7.3,250.65,2121.4,75.43168603,29.7
3107.3,7.3,250.65,2121.4,74.4226601,29.7
3107.4,7.7,250.65,2121.4,73.56148634,29.7
3107.5,8,250.65,2121.4,73.00578647,29.7
3107.6,8,257.36,2121.4,72.59314552,29.7
3107.6,7.8,257.36,2121.4,72.53050556,29.7
3107.7,7.8,257.56,2121.4,72.43424762,29.7
3107.7,7.2,257.56,2121.4,72.41855821,29.7
3107.8,7.2,257.56,2121.4,72.47738266,29.7
3107.9,6.7,257.56,2121.4,72.47028553,29.7
3108,6.7,257.71,2121.4,72.88440156,29.7
3108.1,6.6,257.71,2121.4,73.55274894,29.7
3108.2,6.6,258,2121.4,73.99327607,29.7
3108.2,6.5,257.47,2121.4,74.328912,29.7
3108.3,6.5,257.47,2121.4,74.61980236,29.7
3108.4,6.8,257.47,2121.4,74.76516451,29.7
3108.5,6.8,257.47,2121.4,74.84301254,29.7
3108.6,6.8,257.47,2121.4,75.01590699,29.7
3108.7,6.9,257.47,2121.4,74.98674736,29.7
3108.8,6.9,257.79,2121.4,74.9258357,29.7
3108.9,6.9,257.79,2121.4,74.98829704,29.7
3109.1,6.9,257.79,2121.4,74.97191186,30.2
3109.2,6.9,257.79,2121.4,74.96225519,30.2
3109.3,6.6,257.79,2121.4,74.94927388,31.2
3109.4,6.9,257.79,2121.4,75.1447458,31.6
3109.5,6.9,256.78,2121.4,75.48020306,31.6
3109.6,6.9,256.78,2121.4,75.82676184,31.6
3109.6,7.7,256.78,2121.4,76.23442395,31.6
3109.7,7.7,256.78,2121.4,76.25769315,31.6
3109.7,8,256.78,2121.4,76.32087816,31.5
3109.8,8,256.78,2121.4,76.56748976,31.5
3109.9,8,248.86,2121.4,76.92657944,31.5
3109.9,7.6,248.86,2121.4,77.56351348,31.5
3110,7.6,248.86,2121.4,78.33797749,31.5
3110,7.1,248.86,2121.4,79.03845156,31.6
3110.2,7.1,248.86,2121.4,79.03372252,31.6
3110.2,8,248.86,2121.4,78.89188701,31.6
3110.3,8,248.86,2121.4,78.7269698,31.6
3110.3,8.2,242.39,2121.4,77.90054703,31.5
3110.4,8.2,242.39,2121.4,77.15797202,31.5
3110.5,8.2,242.39,2121.4,76.57144923,31.5
3110.6,8.2,242.39,2121.4,76.10551623,31.5
3110.6,7.5,244.38,2121.4,75.68130069,31.6
3110.7,7.5,244.38,2121.4,75.26511788,31.6
3110.9,8.6,244.38,2121.4,74.9258357,31.6
3111,8.5,244.38,2121.4,74.62437471,31.5
3111.1,8.1,244.38,2121.4,74.26907211,31.6
3111.2,8.1,244.38,2121.4,74.43274097,31.6
3111.3,7.4,244.4,2121.4,74.7549131,31.5
3111.4,7.4,244.4,2121.4,75.01041952,31.5
3111.4,6.2,244.4,2121.4,75.35216534,8.8
3111.5,6.2,244.8,2121.4,75.64827389,8.8
3111.6,7,244.8,2121.4,75.79053,8.8
3111.7,7,244.8,2121.4,75.92862009,8.8
3111.7,7.5,244.8,2121.4,75.93136104,31.5
3111.8,7.5,244.74,2121.4,75.93183698,31.5
3111.9,7.3,244.74,2121.4,75.98072616,31.6
3112,7.3,244.74,2121.4,76.18184295,31.6
3112,8.8,244.74,2121.4,76.03833706,31.5
3112.2,9.2,244.74,2121.4,75.97044264,31.6
3112.3,9.4,244.56,2121.4,75.92975575,31.5
3112.4,9.4,244.56,2121.4,75.42583731,31.5
3112.5,7.6,244.56,2121.4,74.90348754,31.6
3112.6,7.6,244.56,2121.4,74.29968014,31.6
3112.6,7.7,244.56,2121.4,73.7488931,31.6
3112.7,7.7,244,2121.4,73.37415648,31.6
3112.8,8.4,244,2121.4,73.13737171,31.6
3112.9,8.4,244,2121.4,73.13933059,31.6
3113,8.9,244.09,2121.4,73.19416564,31.6
3113.1,8.9,244.09,2121.4,73.29789,31.5
3113.2,8.9,244.09,2121.4,73.5076235,31.5
3113.4,8.6,244.09,2121.4,73.77655456,31.5
3113.4,9.7,244.34,2121.4,74.03619495,31.5
3113.5,9.7,244.34,2121.4,74.2220128,31.5
3113.5,9.3,244.2,2121.4,74.38395823,31.5
3113.6,9.3,244.2,2121.4,74.5934143,31.5
3113.7,9.3,244.2,2121.4,74.77237798,31.5
3113.7,9.1,244.2,2121.4,74.92502743,31.5
3113.8,9.1,244.87,2121.4,75.18656955,31.5
3113.9,9.1,244.87,2121.4,75.39125476,31.5
3114,9.1,244.87,2121.4,75.51665941,31.5
3114.1,9.1,244.87,2121.4,75.36826932,31.5
3114.3,9.1,244.87,2121.4,75.04129313,31.5
3114.4,9.1,245,2121.4,74.67732346,31.5
3114.5,9.1,245,2121.4,74.27082401,31.5
3114.6,9.1,245,2121.4,73.80086167,31.5
3114.7,9.1,245,2121.4,73.32527347,31.5
3114.8,9.1,244.28,2121.4,72.68053498,31.5
3114.9,9.1,244.28,2121.4,72.08422037,31.5
3115,9.1,244.28,2121.4,71.55875471,31.5
3115.1,9.1,244.39,2121.4,71.01057422,31.5
3115.2,9.1,244.39,2121.4,70.84097761,31.5
3115.3,9.1,244.39,2121.4,71.02369576,31.5
3115.4,9.1,244.39,2121.4,71.35267877,31.5
3115.5,9.1,244.39,2121.4,71.87694947,31.5
3115.6,9.1,244.07,2121.4,72.50884405,31.5
3115.7,9.1,244.07,2121.4,73.33284381,31.5
3115.8,9.1,244.26,2121.4,74.16848115,31.5
3115.9,9.1,244.26,2121.4,74.95414062,31.5
3116,9.1,244.26,2121.4,75.5544312,31.5
3116.1,9.1,244.26,2121.4,76.11588135,31.5
3116.2,9.1,244.26,2121.4,76.48156662,31.5
3116.3,9.1,243.64,2121.4,76.82631199,31.5
3116.4,9.1,243.64,2121.4,76.75746862,31.5
3116.5,9.1,244.46,2121.4,76.60705997,31.5
3116.6,9.1,244.46,2121.4,76.51053895,31.5
3116.7,9.1,244.46,2121.4,76.50281372,31.5
3116.8,9.1,244.46,2121.4,76.66686172,31.5
3116.9,9.1,244.46,2121.4,76.51480533,31.5
3117,9.1,244.72,2121.4,76.30953756,31.5
3117.1,9.1,244.15,2121.4,76.19416785,31.5
3117.2,9.1,244.15,2121.4,76.05322264,31.5
3117.3,9.1,244.15,2121.4,75.80607162,31.5
3117.4,9.1,244.77,2121.4,75.25302744,31.5
3117.5,9.1,244.77,2121.4,75.04370316,31.5
3117.6,9.1,244.77,2121.4,74.6227673,31.5
3117.7,9.1,244.77,2121.4,74.17877664,31.5
3117.8,9.1,244.77,2121.4,73.88716059,31.5
3117.9,9.1,244.77,2121.4,73.8407485,31.5
3118,9.1,244.77,2121.4,73.85835804,31.5
3118.1,9.1,244.4,2121.4,74.21779158,31.5
3118.2,9.1,244.4,2121.4,74.8547617,31.5
3118.3,9.1,244.4,2121.4,75.29709063,31.5
3118.4,9.1,244.4,2121.4,75.61647062,31.5
3118.5,9.1,244.4,2121.4,75.82774827,31.5
3118.6,9.1,244.4,2121.4,75.7413648,31.5
3118.7,9.1,244.4,2121.4,75.56755424,31.5
3118.8,9.1,244.4,2121.4,75.31003159,31.5
3118.9,9.1,244.4,2121.4,75.16761491,31.5
3119,9.1,244.64,2121.4,74.99504369,31.5
3119.1,9.1,244.64,2121.4,74.78496375,31.5
3119.2,9.1,244.64,2121.4,74.58690291,31.5
3119.3,9.1,244.64,2121.4,74.40198844,31.5
3119.4,9.1,244.25,2121.4,74.2438007,31.5
3119.5,9.1,244.25,2121.4,73.87874399,31.5
3119.6,9.1,244.25,2121.4,73.60865078,31.5
3119.7,9.1,244.25,2121.4,73.5059064,31.5
3119.8,9.1,244.25,2121.4,73.03473904,31.5
3119.9,9.1,244.19,2121.4,72.6112089,31.5
3120,9.1,244.19,2121.4,72.28411768,31.5
3120.1,9.1,244.19,2121.4,71.94820569,31.5
3120.2,9.1,244.19,2121.4,71.66094163,31.5
3120.3,9.1,244.19,2121.4,71.55675995,31.5
3120.4,9.1,251.99,2121.4,71.30454664,31.5
3120.5,9.1,251.99,2121.4,71.05524835,31.5
3120.6,9.1,251.99,2121.4,71.13513086,31.5
3120.7,9.1,251.99,2121.4,71.35509038,31.5
3120.8,9.1,251.99,2121.4,71.52051428,31.5
3120.9,9.1,254.93,2121.4,72.07638989,31.5
3121,9.1,254.93,2121.4,72.12033823,31.5
3121.1,9.1,254.93,2121.4,71.99760499,31.5
3121.2,9.1,254.93,2121.4,71.83570961,31.5
3121.3,9.1,254.93,2121.4,71.77651546,31.5
3121.4,9.1,254.51,2121.4,71.70977218,31.5
3121.5,9.1,254.51,2121.4,71.64495558,31.5
3121.6,9.1,254.51,2121.4,71.42704202,31.5
3121.7,9.1,254.49,2121.4,71.16623303,31.5
3121.8,9.1,254.49,2121.4,71.04248894,31.5
3121.9,9.1,254.49,2121.4,70.95008691,31.5
3122,9.1,254.49,2121.4,70.93158639,31.5
3122.1,9.1,254.49,2121.4,70.87926178,31.5
3122.2,9.1,254.49,2121.4,70.81627032,31.5
3122.3,9.1,254.23,2121.4,70.64270205,31.5
3122.4,9.1,254.23,2121.4,70.42712807,31.5
3122.5,9.1,254.23,2121.4,70.33904984,31.5
3122.6,9.1,254.23,2121.4,70.34737787,31.5
3122.7,9.1,254.53,2121.4,70.4194469,31.5
3122.8,9.1,254.53,2121.4,70.56444502,31.5
3122.9,9.1,254.53,2121.4,70.9053782,31.5
3123,9.1,254.53,2121.4,70.84273379,31.5
3123.1,9.1,254.53,2121.4,70.60233512,31.5
3123.2,9.1,254.6,2121.4,70.28364268,31.5
3123.3,9.1,254.6,2121.4,70.05365527,31.5
3123.4,9.1,254.6,2121.4,69.97437058,31.5
3123.5,9.1,254.6,2121.4,70.14608077,31.5
3123.6,9.1,254.6,2121.4,70.31505851,31.5
3123.7,9.1,254.8,2121.4,70.47601101,31.5
3123.8,9.1,254.8,2121.4,70.34947745,31.5
3123.9,9.1,254.8,2121.4,70.46304796,31.5
3124,9.1,254.8,2121.4,70.64402041,31.5
3124.1,9.1,254.61,2121.4,70.92144033,31.5
3124.2,9.1,254.61,2121.4,70.99558522,31.5
3124.3,9.1,254.61,2121.4,71.09705698,31.5
3124.4,9.1,254.61,2121.4,71.3918254,31.5
3124.5,9.1,254.98,2121.4,71.77153855,31.5
3124.6,9.1,254.98,2121.4,72.25210554,31.5
3124.7,9.1,254.98,2121.4,73.12984466,31.5
3124.8,9.1,254.16,2121.4,73.88563611,31.5
3124.9,9.1,254.16,2121.4,74.45954884,31.5
3125,9.1,254.16,2121.4,74.86101023,31.5
3125.1,9.1,254.16,2121.4,75.11299893,31.5
3125.2,9.1,254.14,2121.4,75.34038145,31.5
3125.4,9.1,254.14,2121.4,75.32595998,31.5
3125.5,9.1,254.14,2121.4,75.39310819,31.5
3125.6,9.1,254.14,2121.4,75.15093227,31.5
3125.7,9.1,254.7,2121.4,75.21947044,31.5
3125.9,9.1,254.7,2121.4,75.03822445,31.5
3126,9.1,254.7,2121.4,74.72380515,31.5
3126.2,9.1,254.7,2121.4,74.40413999,31.5
3126.3,9.1,254.7,2121.4,74.03408053,31.5
3126.5,9.1,254.7,2121.4,73.64637447,31.5
3126.6,9.1,254.52,2121.4,73.06399961,31.5
3126.7,9.1,254.52,2121.4,72.33738096,31.5
3126.8,9.1,254.52,2121.4,71.60182903,31.5
3126.9,9.1,254.52,2121.4,71.03929494,31.5
3127,9.1,254.52,2121.4,70.71071308,31.5
3127.1,9.1,254.36,2121.4,70.73997156,31.5
3127.2,9.1,254.36,2121.4,70.84254573,31.5
3127.3,9.1,254.36,2121.4,71.11690072,31.5
3127.4,9.1,254.36,2121.4,71.70659348,31.5
3127.5,9.1,254.36,2121.4,72.15043061,31.5
3127.6,9.1,254.61,2121.4,72.59429566,31.5
3127.7,9.1,254.61,2121.4,73.32735358,31.5
3127.8,9.1,254.61,2121.4,73.9801395,31.5
3127.9,9.1,254.61,2121.4,74.46378246,31.5
3128,9.1,254.61,2121.4,74.67800126,31.5
3128.1,9.1,254.61,2121.4,74.57214259,31.5
3128.2,9.1,254.48,2121.4,74.67332114,31.5
3128.3,9.1,254.48,2121.4,74.31154549,31.5
3128.4,9.1,254.48,2121.4,73.91598791,31.5
3128.5,9.1,254.48,2121.4,73.33285902,31.5
